DIA_TRANSPORTE,NOMBRE_EMPRESA,LINEA,CANTIDAD,DATO_PRELIMINAR
15/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1753,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,3935,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,2587,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,26,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1459,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1632,NO
15/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,3091,NO
15/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,2148,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,3013,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,2856,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,1590,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1472,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,2049,NO
15/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1104,NO
15/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,5841,NO
15/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,946,NO
16/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,1670,NO
16/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,695,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,177,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1163,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,1959,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,1891,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,176,NO
16/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,662,NO
16/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2521,NO
16/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,468,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1425,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,3043,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,1892,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1202,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1113,NO
16/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,2737,NO
16/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,2160,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,2314,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,2377,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,1675,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1104,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,1720,NO
16/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1193,NO
16/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,5610,NO
16/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,725,NO
17/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,1929,NO
17/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,1300,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,211,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1304,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,2020,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,2016,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,245,NO
17/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,4,NO
17/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,3445,NO
17/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,510,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1761,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,3694,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,2240,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1536,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1240,NO
17/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,2659,NO
17/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,2816,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,2956,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,2482,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,2006,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1309,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,2025,NO
17/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1197,NO
17/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,6092,NO
17/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,866,NO
18/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,1205,NO
18/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,679,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,166,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,897,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,1596,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,1310,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,145,NO
18/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,267,NO
18/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2167,NO
18/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,203,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1075,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,1035,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,1270,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,861,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,982,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,767,NO
18/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,1604,NO
18/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,1451,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,1607,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,1689,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,1115,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,904,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,1258,NO
18/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,916,NO
18/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,3947,NO
18/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,560,NO
19/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,526,NO
19/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,242,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,88,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,340,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,703,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,626,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,83,NO
19/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,200,NO
19/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,878,NO
19/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,137,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,661,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,600,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,567,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,260,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,343,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,411,NO
19/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,690,NO
19/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,815,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,994,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,487,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,586,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,503,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,666,NO
19/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,494,NO
19/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,1785,NO
19/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,270,NO
20/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,2007,NO
20/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,1560,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,209,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,976,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,2798,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,2548,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,240,NO
20/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,496,NO
20/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2931,NO
20/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,541,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1707,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,2967,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,2326,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,2,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1231,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1318,NO
20/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,2679,NO
20/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,2588,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,2666,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,2632,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,1472,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1274,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,2608,NO
20/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1015,NO
20/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,5682,NO
20/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,827,NO
21/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,1918,NO
21/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,1158,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,187,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1274,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,2377,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,2114,NO
21/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,1518,NO
21/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2022,NO
21/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,457,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1638,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,3620,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,1671,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,418,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1502,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1301,NO
21/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,2806,NO
21/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,2529,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,3643,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,1674,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,1458,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1319,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,2054,NO
21/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1153,NO
21/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,5846,NO
21/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,927,NO
22/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,1964,NO
22/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,1133,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,263,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1364,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,2144,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,2751,NO
22/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,1879,NO
22/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,1962,NO
22/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,525,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1773,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,3355,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,2226,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,471,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1568,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1390,NO
22/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,2978,NO
22/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,2678,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,4038,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,1694,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,1441,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1441,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,2192,NO
22/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1120,NO
22/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,6267,NO
22/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,907,NO
23/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,2074,NO
23/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,1281,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,203,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1029,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,1879,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,2812,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,232,NO
23/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,1335,NO
23/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2225,NO
23/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,516,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1299,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,3941,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,2462,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1469,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1358,NO
23/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,2889,NO
23/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,2612,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,3400,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,2054,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,1793,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1271,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,2187,NO
23/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1262,NO
23/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,5910,NO
23/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,939,NO
24/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,1750,NO
24/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,1069,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,192,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,942,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,2355,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,2211,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,236,NO
24/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,1634,NO
24/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,1536,NO
24/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,522,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1539,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,3359,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,1582,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1261,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1227,NO
24/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,2769,NO
24/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,2051,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,2679,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,2192,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,1570,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1180,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,1914,NO
24/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1092,NO
24/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,5166,NO
24/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,792,NO
25/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,1193,NO
25/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,784,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,207,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,956,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,1433,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,1557,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,144,NO
25/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,910,NO
25/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,1686,NO
25/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,334,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,869,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,2811,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,1571,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,61,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,658,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,860,NO
25/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,1901,NO
25/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,1907,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,1881,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,1737,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,846,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1297,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,1291,NO
25/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,874,NO
25/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,3898,NO
25/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,647,NO
26/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,652,NO
26/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,278,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,90,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,478,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,674,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,659,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,254,NO
26/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,280,NO
26/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,925,NO
26/04/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,159,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,483,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,955,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,614,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,125,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,365,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,448,NO
26/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,666,NO
26/04/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,888,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,885,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,703,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,520,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,370,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,905,NO
26/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,449,NO
26/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,1984,NO
26/04/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,261,NO
27/04/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,2014,NO
27/04/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,742,NO
27/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,231,NO
27/04/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1384,NO
