DIA_TRANSPORTE,NOMBRE_EMPRESA,LINEA,CANTIDAD,DATO_PRELIMINAR
05/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,1637,NO
06/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,2080,NO
06/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,897,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,446,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1562,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,2298,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,2767,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,213,NO
06/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,1781,NO
06/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,1215,NO
06/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,1504,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1805,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,3356,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,2437,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1622,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1435,NO
06/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,2954,NO
06/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,2231,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,3855,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,2163,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,1618,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1976,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,2002,NO
06/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1623,NO
06/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,7581,NO
06/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,1201,NO
07/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,970,NO
07/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,248,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,188,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,525,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,1094,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,894,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,175,NO
07/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,765,NO
07/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,793,NO
07/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,303,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,721,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,850,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,785,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,450,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,574,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,822,NO
07/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,1135,NO
07/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,1522,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,1276,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,1003,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,840,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,425,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,1130,NO
07/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,688,NO
07/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,3046,NO
07/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,821,NO
08/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,3150,NO
08/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,1548,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,452,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,2104,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,3786,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,3928,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,489,NO
08/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,3359,NO
08/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2246,NO
08/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,1344,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,2381,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,4962,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,4623,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,801,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,2209,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,2727,NO
08/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,4738,NO
08/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,3756,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,4307,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,4387,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,2798,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1736,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,3118,NO
08/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1660,NO
08/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,10887,NO
08/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,2335,NO
09/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,3316,NO
09/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,1833,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,915,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,2838,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,3471,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,3890,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,537,NO
09/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,3931,NO
09/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,1853,NO
09/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,1595,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1805,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,4846,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,4530,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,1489,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,3074,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,2701,NO
09/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,5015,NO
09/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,4264,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,6732,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,2391,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,3147,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1794,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,3474,NO
09/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,2036,NO
09/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,10263,NO
09/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,1880,NO
10/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,3308,NO
10/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,2415,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,878,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1522,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,4785,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,4638,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,985,NO
10/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,3527,NO
10/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2473,NO
10/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,1226,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,3200,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,4682,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,4362,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,1087,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,2480,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,2505,NO
10/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,4503,NO
10/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,4354,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,5819,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,3383,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,3183,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1613,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,3420,NO
10/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1883,NO
10/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,9954,NO
10/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,1848,NO
11/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,3312,NO
11/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,2656,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,1092,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,2037,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,5373,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,3421,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,534,NO
11/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,3618,NO
11/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2433,NO
11/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,967,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,3406,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,4536,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,3990,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,1399,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,3684,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,2224,NO
11/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,4860,NO
11/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,4539,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,5520,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,3405,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,3387,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1612,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,3225,NO
11/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1968,NO
11/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,10284,NO
11/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,1569,NO
12/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,3481,NO
12/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,2160,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,539,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1605,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,4818,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,4344,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,604,NO
12/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,3326,NO
12/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2926,NO
12/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,1312,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,3820,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,4288,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,5721,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,733,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,3082,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,2612,NO
12/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,5627,NO
12/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,3896,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,6701,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,3027,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,3856,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1814,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,4182,NO
12/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,2184,NO
12/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,11247,NO
12/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,1277,NO
13/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,1269,NO
13/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,786,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,229,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1017,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,1831,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,1990,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,251,NO
13/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,1600,NO
13/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,967,NO
13/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,573,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1114,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,2628,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,1765,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,21,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1512,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1103,NO
13/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,1940,NO
13/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,1942,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,2759,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,1264,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,778,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,874,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,1534,NO
13/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,999,NO
13/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,4535,NO
13/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,513,NO
14/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,997,NO
14/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,343,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,222,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1097,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,1108,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,1217,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,114,NO
14/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,1217,NO
14/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,563,NO
14/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,219,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,907,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,1154,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,1019,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,479,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,725,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,702,NO
14/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,1281,NO
14/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,1657,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,1478,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,1065,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,399,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,836,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,1131,NO
14/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,867,NO
14/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,3520,NO
14/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,855,NO
15/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,1951,NO
15/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,812,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,302,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,1639,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,2003,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,2056,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,243,NO
15/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,1656,NO
15/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,1635,NO
15/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,827,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,1561,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,2611,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,1887,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,21,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,1246,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,1612,NO
15/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,2731,NO
15/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,2300,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,2780,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,2035,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,1277,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,1288,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,1861,NO
15/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1480,NO
15/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,6117,NO
15/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,1463,NO
16/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,3408,NO
16/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,2476,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,506,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,2488,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,4683,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,3764,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,289,NO
16/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,3102,NO
16/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2130,NO
16/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,1652,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,2609,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,5134,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_552,5110,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_553,1373,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_554,2695,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_555,2654,NO
16/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_562,6045,NO
16/06/2020,EL LIBERTADOR SRL,BSAS_LINEA_563,3161,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_571,6732,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_573,2692,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_591,3370,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_593,2247,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA 542M,3776,NO
16/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA 717,1541,NO
16/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,LINEA_511,11310,NO
16/06/2020,TRANSPORTES 25 DE MAYO SRL,LINEA_581,1146,NO
17/06/2020,EMPRESA BATAN S.A.,BS_AS_LINEA 715M,2980,NO
17/06/2020,EMPRESA DE TRANSPORTE PERALTA RAMOS SACI,BS_AS_LINEA_512,2039,NO
17/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_501,498,NO
17/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_521,2518,NO
17/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_522,4133,NO
17/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_523,3569,NO
17/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_525,234,NO
17/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,3225,NO
17/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,2176,NO
17/06/2020,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,876,NO
17/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_541,2292,NO
17/06/2020,TRANSPORTES 25 DE MAYO SRL,BSAS_LINEA_551,2750,NO
