DAY_OF_WEEK,LINE_ID,WORKDAY,LAG_7,DIFF_14,YEAR,DAY_OF_WEEK_COS,DAY_OF_YEAR_SIN,MONTH_SIN
4,525,1,0,0,2024,-0.9009688679024191,-0.622046748440868,-0.5000000000000004
5,525,1,0,0,2024,-0.2225209339563146,-0.6084768701151264,-0.5000000000000004
6,525,0,0,0,2024,0.6234898018587334,-0.594726686960764,-0.5000000000000004
7,525,0,0,0,2024,1.0,-0.5808002734538013,-0.5000000000000004
1,525,1,0,0,2024,0.6234898018587336,-0.5667017562911184,-0.5000000000000004
2,525,1,0,0,2024,-0.22252093395631434,-0.5524353131676203,-0.5000000000000004
3,525,1,0,0,2024,-0.900968867902419,-0.5380051715382992,-0.5000000000000004
4,525,1,0,0,2024,-0.9009688679024191,-0.5234156073655503,-0.5000000000000004
5,525,1,0,0,2024,-0.2225209339563146,-0.5086709438521042,-0.5000000000000004
6,525,0,0,0,2024,0.6234898018587334,-0.49377555015997737,-0.5000000000000004
7,525,0,0,0,2024,1.0,-0.4787338401157883,-2.4492935982947064e-16
1,525,1,0,0,2024,0.6234898018587336,-0.4635502709028512,-2.4492935982947064e-16
2,525,1,0,0,2024,-0.22252093395631434,-0.4482293417404106,-2.4492935982947064e-16
3,525,1,0,0,2024,-0.900968867902419,-0.4327755925504317,-2.4492935982947064e-16
4,525,1,0,0,2024,-0.9009688679024191,-0.41719360261231697,-2.4492935982947064e-16
5,525,1,0,0,2024,-0.2225209339563146,-0.4014879892059737,-2.4492935982947064e-16
6,525,0,0,0,2024,0.6234898018587334,-0.38566340624360745,-2.4492935982947064e-16
7,525,0,0,0,2024,1.0,-0.3697245428906732,-2.4492935982947064e-16
1,525,1,0,0,2024,0.6234898018587336,-0.3536761221763721,-2.4492935982947064e-16
2,525,1,0,0,2024,-0.22252093395631434,-0.33752289959411347,-2.4492935982947064e-16
3,525,1,0,0,2024,-0.900968867902419,-0.32126966169236515,-2.4492935982947064e-16
4,525,1,0,0,2024,-0.9009688679024191,-0.3049212246562894,-2.4492935982947064e-16
5,525,1,0,0,2024,-0.2225209339563146,-0.2884824328806098,-2.4492935982947064e-16
6,525,0,0,0,2024,0.6234898018587334,-0.27195815753410524,-2.4492935982947064e-16
7,525,0,0,0,2024,1.0,-0.2553532951161881,-2.4492935982947064e-16
1,525,1,0,0,2024,0.6234898018587336,-0.23867276600594997,-2.4492935982947064e-16
2,525,1,0,0,2024,-0.22252093395631434,-0.22192151300416674,-2.4492935982947064e-16
3,525,1,0,0,2024,-0.900968867902419,-0.20510449986861926,-2.4492935982947064e-16
4,525,1,0,0,2024,-0.9009688679024191,-0.1882267098432439,-2.4492935982947064e-16
5,525,1,0,0,2024,-0.2225209339563146,-0.1712931441814778,-2.4492935982947064e-16
6,525,0,0,0,2024,0.6234898018587334,-0.154308820664281,-2.4492935982947064e-16
7,525,0,0,0,2024,1.0,-0.13727877211326517,-2.4492935982947064e-16
1,525,1,0,0,2024,0.6234898018587336,-0.12020804489935275,-2.4492935982947064e-16
2,525,1,0,0,2024,-0.22252093395631434,-0.10310169744743544,-2.4492935982947064e-16
3,525,1,0,0,2024,-0.900968867902419,-0.0859647987374467,-2.4492935982947064e-16
4,525,1,0,0,2024,-0.9009688679024191,-0.06880242680232064,-2.4492935982947064e-16
5,525,1,0,0,2024,-0.2225209339563146,-0.05161966722325418,-2.4492935982947064e-16
6,525,0,0,0,2024,0.6234898018587334,-0.034421611622745804,-2.4492935982947064e-16
7,525,0,0,0,2024,1.0,-0.01721335615583528,-2.4492935982947064e-16
1,525,1,0,0,2024,0.6234898018587336,6.432490598706546e-16,-2.4492935982947064e-16
2,525,1,0,0,2024,-0.22252093395631434,0.017213356155833904,-2.4492935982947064e-16
