date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-11-20,17.4,14.7,23.4,4.1,,188,16.5,,1011.5,
2022-11-21,15.2,13.9,19.9,4.1,,179,23.9,,1016,
2022-11-22,14.9,11.6,19.5,0,,196,11.8,,1013.5,
2022-11-23,19.7,11.6,31,0,,304,21.5,,1007.6,
2022-11-24,19.1,11.4,31.1,0,,260,21.2,,1012.7,
2022-11-25,15.7,13.2,31.8,0,,95,21.3,,1023,
2022-11-26,17.5,12.8,20.4,0,,63,15.3,,1021.8,
2022-11-27,20.1,17.1,24.6,0,,58,11.1,,1020.8,
2022-11-28,20.3,17.5,25,1.1,,66,20,,1015.1,
2022-11-29,23,18.4,32.6,16.7,,9,20.2,,1007.3,
2022-11-30,18.9,16.6,33.6,36.1,,134,15.2,,1010.2,
2022-12-01,17.1,15.5,22,14,,164,23.9,,1012.8,
2022-12-02,16.7,14,20.1,2,,160,10.7,,1014.2,
2022-12-03,18.2,10.6,26.5,0,,3,15.5,,1012.4,
2022-12-04,21.2,12.2,31.2,0,,307,13.7,,1010.2,
2022-12-05,21.4,12.7,28,0,,45,12.9,,1012,
2022-12-06,23.8,18.8,31.9,0,,306,20.9,,1012,
2022-12-07,21.4,17.3,32.2,2.5,,72,23.7,,1010.5,
2022-12-08,24.7,17.9,32.1,0.1,,305,20.6,,1004.3,
2022-12-09,22.3,14.4,32.4,0.1,,254,21.9,,1005.5,
2022-12-10,19.4,9.4,32.3,0,,9,13.6,,1012.5,
2022-12-11,19.9,14.3,26.6,6.1,,315,12.2,,1005.8,
2022-12-12,16.9,9.7,26,5.1,,220,16,,1008.4,
2022-12-13,18.8,8.5,27.6,0,,317,17.5,,1010.1,
2022-12-14,23.3,14,32.7,0.3,,313,21.4,,1006.8,
2022-12-15,19.3,15.7,33.3,4.1,,187,20.7,,1016.2,
2022-12-16,16.6,13.6,22.6,0,,117,18.7,,1020.7,
2022-12-17,17.4,10,21.8,0,,45,21.9,,1017,
2022-12-18,19.2,11.4,24.2,0,,21,21.3,,1017.3,
2022-12-19,20.8,16.3,26.4,0.2,,29,17.1,,1018.2,
2022-12-20,21,15.6,27.3,0.7,,52,20.4,,1018.7,
2022-12-21,21.1,17.3,24.6,0,,40,21.7,,1018.1,
2022-12-22,21.8,18.1,28,0,,32,23.6,,1014,
2022-12-23,21.3,17.4,28.4,22.1,,52,15.7,,1011.5,
2022-12-24,17.3,14.1,29,58.9,,185,24.8,,1015.1,
2022-12-25,15.4,11.5,19.4,0,,224,15.1,,1018.1,
2022-12-26,14.8,6.3,19.8,0,,42,8.9,,1016.1,
2022-12-27,21.6,13.8,31.6,0.1,,306,20.2,,1010,
2022-12-28,18.7,16.8,32,0.5,,161,22.9,,1012.9,
2022-12-29,20,8.9,29,0,,298,13.3,,1012,
2022-12-30,23.4,15.6,34.6,0,,298,27.1,,1006.6,
2022-12-31,18.2,14.9,34.9,0,,159,17.2,,1015.1,
2023-01-01,19.4,17.5,22.2,20.7,,53,16.2,,1012.2,
2023-01-02,19.2,15.3,23.5,0.4,,212,15.7,,1006.1,
2023-01-03,17.8,12.5,23.9,0,,158,11.2,,1008.6,
2023-01-04,20.4,9.7,29.5,0,,337,10.4,,1012.7,
2023-01-05,22,16,30.8,0,,315,22.6,,1014.3,
2023-01-06,23.8,16.5,32.2,0,,13,14.2,,1018.1,
2023-01-07,22.9,17.6,33,0,,39,22.9,,1022.4,
2023-01-08,22.4,19.6,27.8,0,,56,25.7,,1021.5,
2023-01-09,21.8,18.2,26,0,,53,23.4,,1017.5,
2023-01-10,21.6,17.3,24.9,0,,53,22.2,,1014.2,
2023-01-11,20.6,13.3,25.2,4.6,,33,9.2,,1011.9,
2023-01-12,18.7,11.8,25.6,19.1,,223,8.7,,1010.3,
2023-01-13,17.8,11.2,24.5,0,,256,15.5,,1009.3,
2023-01-14,17.1,8.2,23,0,,50,11.1,,1009.7,
2023-01-15,21.2,14.4,31.1,0,,333,11.3,,1013.5,
2023-01-16,20.8,18.4,31.9,42.9,,139,15.6,,1015.6,
2023-01-17,22.1,20.9,25.7,0,,88,15.9,,1018.5,
2023-01-18,23.2,20.8,26.5,0,,67,21.6,,1021.9,
2023-01-19,23.1,19.6,26.2,0,,53,21.7,,1018.5,
2023-01-20,22.4,20,26.6,0.1,,42,20.3,,1010.8,
2023-01-21,23.3,19.9,28.8,16.7,,296,15,,1002.7,
2023-01-22,22.2,14.9,29.7,0,,247,17.1,,1004.9,
2023-01-23,19.7,12.3,29.8,0,,196,12.4,,1010.6,
2023-01-24,20.8,11.3,26.9,1.3,,313,15.4,,1007.9,
2023-01-25,19.8,13.6,34.2,0.3,,110,17.3,,1013,
2023-01-26,20.6,17.9,23.7,7.9,,61,14.2,,1009.5,
2023-01-27,22,20,29.3,4.4,,109,13,,1011.3,
2023-01-28,22.2,19.8,25.4,0,,88,15.3,,1016.5,
2023-01-29,20.4,12.5,25.2,0,,46,13.9,,1018.7,
2023-01-30,21.5,15.4,25.3,0,,48,16.5,,1013.4,
2023-01-31,21.4,16.6,26,0,,115,12.9,,1012.5,
2023-02-01,20.8,18.2,25.5,0.5,,137,14.5,,1016.4,
2023-02-02,21.2,19.1,23.7,12.5,,98,15.5,,1017.4,
2023-02-03,21.3,18.6,23.8,0.3,,124,20.5,,1019.5,
2023-02-04,19.6,12.6,24.2,0,,171,13.2,,1017.7,
2023-02-05,21.6,9.6,31.5,0,,324,16.1,,1011.1,
2023-02-06,21.9,17.2,32,0,,135,21,,1012.3,
2023-02-07,21.9,19,28.6,3.8,,44,17.6,,1012.5,
2023-02-08,23.2,18.1,30,1.1,,29,13.7,,1010,
2023-02-09,21.3,16.2,30.4,0,,136,11.1,,1012,
2023-02-10,22.2,15.4,26.9,0,,39,13.7,,1010.5,
2023-02-11,27,21.8,36,0,,34,18.1,,1009.3,
2023-02-12,25.5,20.4,36.8,4.8,,349,18.3,,1004.6,
2023-02-13,22.6,18.4,34.9,73.9,,347,19.2,,1003.8,
2023-02-14,19.9,15.2,29.2,0,,254,12.7,,1006.3,
2023-02-15,17.9,8.7,27.7,0,,305,19.3,,1006.1,
2023-02-16,14.6,9.8,28.1,14,,186,16,,1004.7,
2023-02-17,11.8,8.2,16.3,17.8,,230,20.3,,1007.1,
2023-02-18,13.1,8.9,17.9,0.8,,255,17.1,,1016.3,
2023-02-19,17,8.5,25.3,0,,334,20.2,,1018.5,
2023-02-20,17.9,10.4,26.1,0,,336,13.4,,1018.2,
2023-02-21,18.7,11,26.8,0,,15,13.9,,1016.8,
2023-02-22,23.7,16.7,31.8,0,,353,14.1,,1014.2,
2023-02-23,24.4,16.2,32.1,3,,336,16.9,,1012.9,
2023-02-24,20.9,16.7,31.6,0,,49,14.5,,1013.1,
2023-02-25,23.3,18.1,30.1,0.3,,348,14.5,,1005.2,
2023-02-26,18.2,9.2,30.6,0,,254,12.2,,1013.3,
2023-02-27,19.7,11,28.3,0,,322,14.3,,1017.5,
2023-02-28,21.7,13.9,29.9,0,,5,13.8,,1014,
2023-03-01,24.5,20,33.6,7.6,,343,14.4,,1007.7,
2023-03-02,20.9,16.2,34,0,,146,14.6,,1009.4,
2023-03-03,25.4,19,35,0,,15,14,,1005.6,
2023-03-04,21.2,17.8,34.6,13,,142,23.4,,1013.2,
2023-03-05,21.2,17,26.4,0,,26,14.8,,1013.3,
2023-03-06,25.9,20.6,34.6,0.3,,8,15.2,,1009.8,
2023-03-07,22.8,17.7,34.8,0,,21,12.6,,1010.1,
2023-03-08,22,16.3,28.2,0,,206,8.1,,1010.7,
2023-03-09,20.6,13.7,28.5,0.4,,4,12.2,,1013.5,
2023-03-10,21.3,17.8,29.6,17,,116,12.8,,1014.3,
2023-03-11,22.6,19.5,25.4,0,,65,11.6,,1013.5,
2023-03-12,26.9,21,35.6,0,,358,11.7,,1012.8,
2023-03-13,26.7,22.6,36,2.3,,9,15.5,,1013.4,
2023-03-14,24.5,21.8,33.5,5.1,,78,15.1,,1012.8,
2023-03-15,22.4,21.3,28.4,9.9,,85,11.4,,1012.7,
2023-03-16,21.1,17.4,24.4,0.2,,115,9.4,,1014,
2023-03-17,22.6,18.3,29.7,0,,281,14.8,,1014,
2023-03-18,19.7,17.8,30.2,0,,140,19.7,,1018.8,
2023-03-19,20.4,17.5,22.8,24.2,,244,10.6,,1012.6,
2023-03-20,17.8,11,23.3,0,,186,11.3,,1016.9,
2023-03-21,17.2,10.7,22.4,0,,31,8.2,,1020.7,
2023-03-22,18.2,12,22.7,0,,28,12.7,,1021.9,
2023-03-23,20.5,16.1,25.7,6.8,,333,10,,1018.3,
2023-03-24,19.6,17.7,26.5,0.7,,110,14.4,,1020.1,
2023-03-25,19.7,16.1,25.9,2.2,,224,13,,1014.1,
2023-03-26,16.6,14.3,26.1,0,,191,15.8,,1019.4,
2023-03-27,15.6,6.9,24.6,0,,345,15.3,,1016.4,
2023-03-28,22.4,16.2,29.1,0,,342,23.9,,1007.6,
2023-03-29,19.6,8.5,29.3,7.9,,250,17.3,,1010.3,
2023-03-30,12.6,4.7,20.5,0,,355,12.6,,1017.9,
2023-03-31,13.7,10.3,18.8,1.3,,238,23.7,,1018.3,
2023-04-01,14.1,9.1,19.5,0,,307,10.4,,1020.2,
2023-04-02,18.1,13.1,25.9,0,,326,13.5,,1014.6,
2023-04-03,16.2,9.6,26.5,0,,341,9.9,,1014.6,
2023-04-04,15.3,9.9,22.5,0,,121,10.8,,1019.8,
2023-04-05,14.3,5.6,20.9,0,,27,15.5,,1021.4,
2023-04-06,18.6,11.6,21.4,0.1,,39,16.2,,1022,
2023-04-07,16.4,8.6,22.8,0,,8,10.1,,1020.7,
2023-04-08,18.3,11.6,25.9,0,,339,14.5,,1019.4,
2023-04-09,19.5,12.3,27,0,,326,20.1,,1015.5,
2023-04-10,16.5,14.7,27.5,0,,127,22.8,,1020.1,
2023-04-11,18.8,16.1,25.3,6.1,,325,15.4,,1010.4,
2023-04-12,15.3,9.9,26,15,,216,15.5,,1013.2,
2023-04-13,11.4,7.1,16.6,0,,252,16.1,,1017.4,
2023-04-14,11.6,5.7,17.1,0,,270,5.3,,1020.9,
2023-04-15,11,4.4,17,0,,303,7.1,,1021.6,
2023-04-16,11.2,5,17.5,0,,206,9,,1018.3,
2023-04-17,11.5,6.1,19.2,2.6,,315,11.2,,1010.4,
2023-04-18,12.2,5.7,20.5,5.1,,283,13.7,,1000.7,
2023-04-19,12.6,10,18.4,0,,226,14.9,,1006.3,
2023-04-20,13.1,4.3,21.9,0,,327,12.9,,1016.5,
2023-04-21,14.6,8.6,22.2,0,,331,20.6,,1015,
2023-04-22,13.8,9.4,20.4,0,,168,15.8,,1022.1,
2023-04-23,15.4,10.9,18.9,0,,80,5.4,,1023.9,
2023-04-24,14.9,10,19.4,0,,31,8.9,,1022.1,
2023-04-25,16.6,13.6,19.5,0,,54,4.9,,1016.3,
2023-04-26,17.8,14,25.3,0,,298,10.8,,1013.3,
2023-04-27,15.1,12.4,25.6,0,,157,9.9,,1014.2,
2023-04-28,17.7,11.7,26.2,0,,349,17.8,,1011.2,
2023-04-29,20.9,13.6,26.5,0,,351,20.2,,1008.6,
2023-04-30,17,11.9,26.4,21.1,,302,18.8,,1006.9,
2023-05-01,12.9,8.2,20.7,0,,267,14.3,,1017,
2023-05-02,10.1,2.8,17.1,0,,261,8.6,,1021.1,
2023-05-03,10.5,3.8,18.8,0,,335,9.4,,1020.8,
2023-05-04,11.5,4.1,21,0,,321,12.4,,1019,
2023-05-05,11.9,3.6,22,0,,341,8.6,,1022.7,
2023-05-06,11.1,2.7,22.5,8.2,,54,13.7,,1016.7,
2023-05-07,16.6,13.5,19.5,1,,310,11.8,,1009,
2023-05-08,14.4,12.9,20,6.1,,245,19.4,,1013,
2023-05-09,13.3,9.4,18.7,0,,269,12.9,,1016.7,
2023-05-10,11.9,9.8,19.3,0,,221,13.4,,1020.9,
2023-05-11,10.9,6.5,14,0,,156,8.4,,1023.2,
2023-05-12,11.5,6,16.7,0,,332,15.6,,1018.3,
2023-05-13,12.3,6.6,17.8,0,,267,7.6,,1014.9,
2023-05-14,13.8,9.2,21.8,0,,314,10.2,,1014.3,
2023-05-15,12.7,7.3,23.3,0,,63,9,,1018.6,
2023-05-16,15.8,9.5,24.7,0,,4,13.1,,1016.5,
2023-05-17,16.4,9.8,24.9,0,,354,12.1,,1013.5,
2023-05-18,15.4,11.7,24.5,0.8,,267,10.7,,1013.6,
2023-05-19,10.5,5.8,20.4,0,,316,8.4,,1018.1,
2023-05-20,10.4,5.3,16,0,,191,8.6,,1022.4,
2023-05-21,11.7,3.8,18.2,0.7,,22,14.7,,1016.9,
2023-05-22,15.8,6,18.6,6.1,,16,10.3,,1012.5,
2023-05-23,15.4,12.9,18.2,0.1,,22,6.3,,1014.5,
2023-05-24,15.9,13.8,18.4,0,,25,3.7,,1011.4,
2023-05-25,14.7,12.4,18.6,2.1,,60,9.4,,1011.6,
2023-05-26,14.8,11.5,20.1,5.4,,262,14.3,,1008.6,
2023-05-27,9.2,5.9,20.1,0,,253,15.6,,1023.1,
2023-05-28,7.5,3.3,12.7,0,,287,12.3,,1027,
2023-05-29,7.5,2.5,13.5,0,,320,13.8,,1023,
2023-05-30,10.9,8.3,15.1,0.9,,336,17.2,,1020.6,
2023-05-31,13.2,10.7,16.5,0.2,,348,13.3,,1017.1,
2023-06-01,12.6,7.1,20.3,0,,292,9,,1017.1,
2023-06-02,13.7,6.6,20.5,14.8,,325,12.3,,1012.6,
2023-06-03,12.8,5.6,19,29,,279,7.7,,1014.2,
2023-06-04,11.4,6.2,19,0,,267,15.4,,1019.9,
2023-06-05,7.7,0.8,15.1,0,,320,10.8,,1022.8,
2023-06-06,11.4,7.2,14.7,0,,320,22.9,,1012.5,
2023-06-07,11.4,5.6,17.1,0,,319,8.9,,1017.2,
2023-06-08,14.1,9.5,19.8,0,,336,19.1,,1008.2,
2023-06-09,15.6,8.4,21,0,,260,21.9,,1006.6,
2023-06-10,8.2,1.4,14.7,0,,274,18.4,,1012.9,
2023-06-11,6.1,1.7,12.7,0.3,,276,15.9,,1018.3,
2023-06-12,6.1,0.6,10.1,0,,270,12,,1024.6,
2023-06-13,6.8,2.1,13.5,0,,299,10.8,,1029.4,
2023-06-14,5.3,-1.1,13.8,0,,322,19.3,,1026.4,
2023-06-15,7.6,3,13.7,0,,325,19.4,,1024.6,
2023-06-16,6.8,-0.2,14,0,,306,9.3,,1023.1,
2023-06-17,9.1,1.5,14.4,0.1,,234,15.7,,1022.6,
2023-06-18,8.4,4.9,11.8,0.3,,314,10.7,,1023.5,
2023-06-19,7.2,2.9,11.5,0,,262,9.6,,1025.7,
2023-06-20,10.2,4,13.3,0.8,,99,10.7,,1026.2,
2023-06-21,8.7,2,14,0,,207,5.5,,1019.7,
2023-06-22,8.4,1.7,15.7,0,,315,14.4,,1012.9,
2023-06-23,10.1,2.2,15.8,0,,326,23.8,,1006.7,
2023-06-24,11.2,10,13,2.5,,316,13,,1007.4,
2023-06-25,11.1,7.8,15.4,0,,325,9.9,,1012.5,
2023-06-26,10.8,6.5,17.1,1.2,,312,16.3,,1011.3,
2023-06-27,7.7,3.7,17.5,2.1,,309,7.9,,1016,
2023-06-28,8.3,5.4,12,0.3,,252,14.1,,1021.2,
2023-06-29,6.7,1.5,12.4,0,,327,7.8,,1026.9,
2023-06-30,7.2,3.7,13.1,0,,333,11.7,,1024.5,
2023-07-01,9.3,5.5,15.6,0,,336,9.9,,1022.2,
2023-07-02,11.2,6.2,15.6,11.1,,25,15.7,,1018,
2023-07-03,13.6,10.2,15.7,6.2,61,356,10.5,,1015.5,
2023-07-04,13.2,11.2,15.5,36.1,,60,12.8,,1012.6,
2023-07-05,11.6,7.3,15.6,0,,292,8.4,,1015.1,
2023-07-06,10.7,7,14.9,0,,277,7.1,,1015.7,
2023-07-07,7.6,3,15,0,,252,6.9,,1019.4,
2023-07-08,5.7,1.2,12.3,0.6,,342,5.6,,1020.4,
2023-07-09,8.1,4.7,11.2,3.1,,314,6.8,,1017,
2023-07-10,6.9,3.3,11.5,0.2,,263,7.8,,1018.9,
2023-07-11,4.9,0.1,12,0,,168,8.7,,1023.2,
2023-07-12,7.6,6.1,8.7,0,,147,21.5,,1021.9,
2023-07-13,7.1,2.6,9.2,0,,202,13.4,,1022.5,
2023-07-14,5.1,0.8,9.7,0,,320,13.4,,1020.8,
2023-07-15,7.6,3.9,13.1,0,,310,20.9,,1015,
2023-07-16,7.1,4.3,13.3,0,,258,16.3,,1017.9,
2023-07-17,5.2,2.4,10,1,,262,13.9,,1024,
2023-07-18,5,0.7,10.1,0,,254,8.3,,1030.9,
2023-07-19,4.9,-0.2,10.5,0,,0,14.6,,1030.6,
2023-07-20,9.7,6.1,15.1,0,,10,16.7,,1020.6,
2023-07-21,13.6,8.4,20.6,2.5,,360,10.4,,1008.8,
2023-07-22,13.8,10.2,20.7,0,,222,9.2,,1006.5,
2023-07-23,9.3,6.5,13.8,32,,235,16.1,,1019.5,
2023-07-24,7.4,4.5,11.7,1,,129,15.5,,1031.1,
2023-07-25,6.9,0.6,12.2,0,,29,9.2,,1023.9,
2023-07-26,10.1,7.7,12.9,2.9,,237,14,,1015.4,
2023-07-27,7.4,4.3,12.9,0,,240,7.6,,1022.3,
2023-07-28,7.2,5,10.3,0,,8,7.2,,1028.2,
2023-07-29,10.5,5.7,15.4,0,,348,29.6,,1019.8,
2023-07-30,12.2,8.7,18.4,0,,300,18.2,,1015.6,
2023-07-31,8.8,1.6,18.6,0,,6,8.7,,1019.4,
2023-08-01,14.4,8.9,24,0,,310,17.1,,1013.4,
2023-08-02,10.8,3.2,24.4,0,,261,11.8,,1015.9,
2023-08-03,6.7,-1.6,16.8,0,,296,10.5,,1023.4,
2023-08-04,7.9,1.5,14.6,0,,286,13.6,,1018.4,
2023-08-05,5.9,-2.3,14.3,0,,350,10.1,,1019.3,
2023-08-06,10.5,7.1,16.1,0,,276,12,,1011.3,
2023-08-07,7.9,5.3,17.6,0,,180,18.9,,1028.7,
2023-08-08,4.6,-3.1,11.7,0,,0,13.1,,1030.6,
2023-08-09,10.2,5.5,17,0,,19,14.1,,1021.7,
2023-08-10,13.5,11.3,17.7,6.6,,19,14.1,,1010.6,
2023-08-11,11,7.1,18,0.8,10,267,25.4,,1008,
2023-08-12,6.7,4.7,13.1,0.3,,248,25.7,,1019.3,
2023-08-13,6.4,-0.7,13.6,0,,323,21.6,,1019.4,
2023-08-14,11.6,7.1,20.2,0,,340,17.4,,1011.5,
2023-08-15,13.3,6.8,20.5,0,,326,19.6,,1009.4,
2023-08-16,10.9,9.4,20.8,0.2,,143,26.5,,1015.1,
2023-08-17,10.2,9.1,11,8.9,,110,33.4,,1015.4,
2023-08-18,10.2,6.9,12.7,17.7,,265,18.4,,1008.6,
2023-08-19,7.3,5.2,13,0,,267,32,,1000.3,
2023-08-20,8.1,4.4,11.1,0.2,,250,19.3,,1004.9,
2023-08-21,7.1,3.2,11.5,0,,339,12.5,,1004.6,
2023-08-22,10.9,8.5,14.7,2.5,,287,11.9,,999.9,
2023-08-23,9.5,3.3,16,0,,284,13.9,,1004.7,
2023-08-24,6.4,-0.5,16.2,0,,261,10.8,,1013.3,
2023-08-25,6.8,-0.8,13.7,0,,263,10.9,,1018.7,
2023-08-26,6.2,1.4,14.5,0.2,,218,9.1,,1025.2,
2023-08-27,6,-0.7,14.1,0,,342,11.1,,1028.1,
2023-08-28,7.1,-0.4,14.2,0,,7,14.6,,1025.2,
2023-08-29,9.5,5.7,15.3,0,,356,12.9,,1022.4,
2023-08-30,10.3,5.6,18.9,2.8,,331,14.5,,1013.9,
2023-08-31,9.2,2.8,19.7,0.8,,280,11.9,,1017.2,
2023-09-01,11,6.1,16.7,0,,351,15.2,,1012,
2023-09-02,11.8,8.9,15.5,0,,199,17.3,,1013.7,
2023-09-03,8.8,7.3,13.9,0,,143,14.6,,1017.5,
2023-09-04,7.5,4.1,10.5,0,,214,16,,1020.7,
2023-09-05,6.5,0.9,11.5,0,,201,11.8,,1028.1,
2023-09-06,5.5,-1.3,10.4,0,,79,19.7,,1029.4,
2023-09-07,10.8,7.1,11.6,16.3,,66,24.7,,1016.9,
2023-09-08,11.5,6.2,17.3,0,,245,16.4,,1013.1,
2023-09-09,10.9,2.9,20.2,0,,317,11.9,,1016.3,
2023-09-10,14.8,10.8,20.5,2.3,,349,15.4,,1013.1,
2023-09-11,10.8,8.1,21.2,0,,291,10.1,,1006.8,
2023-09-12,10.6,4.9,16.1,0,,257,17.6,,1015.9,
2023-09-13,7.3,-1.2,16.2,0.1,,9,7.6,,1021.7,
2023-09-14,10.9,3,18.2,0,,331,22,,1016.5,
2023-09-15,14.9,10.5,18.7,0,,326,28,,1003,
2023-09-16,13.3,6.9,20.6,0,,288,9.2,,1003.2,
2023-09-17,9.7,3.4,21.2,0,,236,12.1,,1013.9,
2023-09-18,9.6,7.7,14.3,0,,146,16.1,,1022.8,
2023-09-19,5.3,-0.2,11.5,0,,93,10.7,,1025.4,
2023-09-20,11,7.4,13.7,0,,106,15.9,,1023.2,
2023-09-21,13.7,11,18.9,0.4,,189,13.5,,1011.2,
2023-09-22,9.4,7.8,19.8,0,,156,18.2,,1019,
2023-09-23,9.8,5.5,15.4,0,,70,10.1,,1016.1,
2023-09-24,9.3,3.8,15.8,0,,209,13.9,,1017.5,
2023-09-25,7.4,0.4,14,0,,351,11.5,,1019.5,
2023-09-26,9.5,6.1,15,1,,359,7.1,,1018.7,
2023-09-27,10.8,2.9,18.4,0,,339,13,,1018.8,
2023-09-28,14.2,7.3,20.7,0,,341,18.9,,1018.7,
2023-09-29,11.1,7.6,21.4,3,,236,16.4,,1023,
2023-09-30,8.4,6.4,11.6,0,,244,17.2,,1021,
2023-10-01,9.4,7.1,11.9,0,,168,13,,1018.6,
2023-10-02,10.4,6.8,14.3,0,,43,14.8,,1016.9,
2023-10-03,10.4,8.2,15.5,0.9,,46,7.7,,1014.1,
2023-10-04,10.1,7.1,14.7,2.5,,228,22.8,,1009.5,
2023-10-05,13.7,3.7,22.5,0.8,,282,21.1,,1002.6,
2023-10-06,12.3,2.3,22.9,0,,249,14.7,,1007.1,
2023-10-07,12.5,3.2,20.6,0,,340,14.1,,1017.9,
2023-10-08,16.2,5.5,26.1,0.1,,324,21.5,,1014.6,
2023-10-09,17.1,6.7,26.4,0.5,,336,10.7,,1013.5,
2023-10-10,17.5,13.7,26.6,3,,331,13.5,,1010.9,
2023-10-11,10,7.7,19.5,0.5,,211,20.9,,1021.5,
2023-10-12,7.8,1.1,13.4,0,,259,11.2,,1023.5,
2023-10-13,11.1,4.9,19.5,0,,276,18.5,,1022.8,
2023-10-14,11.4,3.6,21.1,0,,22,13.5,,1023.2,
2023-10-15,13.7,8.3,21.4,0,,38,20.4,,1020.3,
2023-10-16,14.2,10,20.5,6.1,,128,13.5,,1014.3,
2023-10-17,11.2,7.2,20.2,0,,209,19.1,,1022.2,
2023-10-18,10.6,2,18.5,0,,359,13.2,,1025.4,
2023-10-19,11.9,6.2,19.5,0,,57,14.5,,1024.4,
2023-10-20,14,10.2,17.7,0,,59,21.1,,1021.3,
2023-10-21,15.8,12.8,20.3,0.2,,49,17.1,,1017.5,
2023-10-22,14.8,12.2,21.7,7.9,,127,11,,1015.6,
2023-10-23,13.6,11.6,18.2,0,,158,19.8,,1017.7,
2023-10-24,12.3,10.8,15.7,1.2,,171,23.9,,1019.4,
2023-10-25,10.9,5.8,14.6,0,,169,12,,1016.1,
2023-10-26,16.3,6.1,26.3,0,,315,19.7,,1008.1,
2023-10-27,18.5,10,26.8,0.6,,328,22.6,,1004.3,
2023-10-28,20.7,13.5,27.6,0,,16,17.9,,1002.1,
2023-10-29,17.6,14.3,27.8,7.1,,240,14,,1004.2,
2023-10-30,13.9,8.9,23,0,,227,19,,1016.4,
2023-10-31,9.6,4.3,17.9,0,,179,14,,1024.9,
2023-11-01,9.1,2.7,14.3,0,,138,16.7,,1026.4,
2023-11-02,9.4,6.4,12.5,1,,116,19.1,,1021.5,
2023-11-03,11.6,7.5,13.3,8,,173,16.4,,1014.8,
2023-11-04,11.3,3.3,18.7,0,,209,11.5,,1015.2,
2023-11-05,16,5.5,25.4,0,,332,16.5,,1015.1,
2023-11-06,17.7,9.5,27,0,,354,16.1,,1015.8,
2023-11-07,18.1,12.4,27.8,2.5,,21,15.2,,1009.1,
2023-11-08,17.2,8.3,28.6,8.9,,248,15,,1012.1,
2023-11-09,13.2,4.4,25.5,0,,348,13.9,,1017,
2023-11-10,14.4,8.2,21.2,2.1,,14,19.5,,1012,
2023-11-11,18.1,14.2,24.7,16.9,,329,20.4,,999.8,
2023-11-12,15.5,7.5,24.9,0,,239,16.1,,1010.6,
2023-11-13,13.1,4.1,20.9,0,,354,11.6,,1014,
2023-11-14,15.3,8.4,23.6,0,,273,19.6,,1011.5,
2023-11-15,16.7,11.8,24.5,4.5,,63,18.5,,1005.9,
2023-11-16,13.1,6.5,24.8,2,,10,17.8,,1003.2,
2023-11-17,18.3,10.6,28.8,5.3,,326,21.6,,999,
2023-11-18,15.2,10.6,29.2,3,,255,20.2,,1002.2,
2023-11-19,14.5,5.1,22.1,0,,273,17.9,,1009.6,
2023-11-20,16.8,8.2,27.8,5.5,,315,18.1,,1007.1,
2023-11-21,16.9,10,29.5,3,,230,17,,1007.6,
2023-11-22,14.1,4.3,22.6,0,,15,14.6,,1013,
2023-11-23,15.8,7.1,24.3,0,,240,15.4,,1018.4,
2023-11-24,13.2,2.5,24.9,0,,3,11.7,,1024.9,
2023-11-25,19.6,10.1,29.4,0,,347,17.8,,1018.7,
2023-11-26,23.5,14.9,31.8,0,,347,19.5,,1013.1,
2023-11-27,17.8,15.5,32.4,0,,139,14.9,,1016.9,
2023-11-28,20.9,18.2,24,0,,43,23,,1012.7,
2023-11-29,20.6,16.5,25.7,8.1,,337,16.3,,1009.6,
2023-11-30,23.7,15.2,31.6,0,,325,14.3,,1010.1,
2023-12-01,19,14.6,31.8,7.9,,53,13,,1007.3,
2023-12-02,18.6,13.7,30,1.4,,261,16.5,,1008.6,
2023-12-03,14.7,6.3,30.6,0.3,,191,14.6,,1019.8,
2023-12-04,12.5,3.4,20.3,0,,25,12,,1024.9,
2023-12-05,15,7.9,19.3,11.5,,28,13.7,,1020.7,
2023-12-06,16.8,15.4,20.6,4.1,,130,15.8,,1013.5,
2023-12-07,16.7,14.3,19.9,2.7,,175,16.6,,1015.8,
2023-12-08,14.3,8,20.7,0,,103,14.6,,1022.2,
2023-12-09,17.8,11.5,23.8,0.4,,12,17.5,,1018.9,
2023-12-10,20,16.1,25.7,2.4,,25,15.5,,1015.7,
2023-12-11,21.4,17,27,0,,19,20.7,,1013.2,
2023-12-12,23.4,18.5,30,7.1,,15,17.8,,1010.7,
2023-12-13,19.6,14.7,30.7,2,,162,17.7,,1010.5,
2023-12-14,18.1,12.3,22.4,0,,67,20,,1009.3,
2023-12-15,23.1,17.9,28.9,9.5,,14,16.5,,1008.3,
2023-12-16,21.3,18.3,29.9,0,,63,19,,1008.9,
2023-12-17,22,17.9,27.1,45.9,,252,20.5,,1004.7,
2023-12-18,16.6,12.7,27.4,0,,207,19.8,,1018.4,
2023-12-19,14,11.4,17.4,0,,152,23.4,,1023.5,
2023-12-20,17.4,15.1,19.7,5.6,,90,23.7,,1020.8,
2023-12-21,19.1,15.7,22.5,1.1,,44,10.2,,1015.5,
2023-12-22,18.7,12,25.4,0,,0,14.7,,1013.1,
2023-12-23,19.7,16.1,26.8,6.1,,91,21.9,,1011.1,
2023-12-24,19.8,16.4,24.4,3,,68,12.8,,1011.9,
2023-12-25,18.1,10.7,24.2,1,,196,23.1,,1014.5,
